时间,成交价,手数,买卖盘性质
10:52:06,45.74,41,买盘
10:52:09,45.75,77,卖盘
10:52:12,45.75,42,卖盘
10:52:15,45.77,38,买盘
10:52:18,45.75,66,卖盘
10:52:21,45.78,11,买盘
10:52:24,45.78,61,买盘
10:52:27,45.79,27,买盘
10:52:30,45.76,122,卖盘
10:52:33,45.76,20,买盘
10:52:36,45.77,13,买盘
10:52:39,45.78,48,买盘
10:52:42,45.78,70,买盘
10:52:45,45.78,27,买盘
10:52:48,45.77,24,卖盘
10:52:51,45.77,6,卖盘
10:52:54,45.77,5,卖盘
10:52:57,45.78,18,买盘
10:53:00,45.77,65,卖盘
10:53:03,45.77,14,买盘
10:53:06,45.76,75,卖盘
10:53:09,45.75,11,卖盘
10:53:12,45.76,14,买盘
10:53:15,45.75,15,卖盘
10:53:18,45.75,29,卖盘
10:53:21,45.75,11,卖盘
10:53:24,45.75,10,卖盘
10:53:27,45.75,1,买盘
10:53:30,45.77,114,买盘
10:53:33,45.74,286,卖盘
10:53:36,45.75,95,买盘
10:53:39,45.75,14,卖盘
10:53:42,45.74,30,卖盘
10:53:45,45.75,5,买盘
10:53:48,45.75,25,买盘
10:53:51,45.77,21,买盘
10:53:54,45.79,30,买盘
10:53:57,45.78,134,卖盘
10:54:00,45.8,44,买盘
10:54:03,45.79,27,卖盘
10:54:06,45.8,18,买盘
10:54:09,45.79,64,卖盘
10:54:12,45.8,13,买盘
10:54:15,45.8,4,买盘
10:54:18,45.81,32,买盘
10:54:21,45.8,12,卖盘
10:54:24,45.8,34,卖盘
10:54:27,45.8,5,买盘
10:54:30,45.8,17,买盘
10:54:33,45.81,9,买盘
10:54:36,45.8,4,卖盘
10:54:39,45.81,24,卖盘
10:54:42,45.83,17,买盘
10:54:45,45.82,13,卖盘
10:54:48,45.82,17,卖盘
10:54:51,45.84,31,买盘
10:54:54,45.85,79,买盘
10:54:57,45.85,41,买盘
10:55:00,45.87,19,买盘
10:55:03,45.88,8,买盘
10:55:06,45.88,23,买盘
10:55:09,45.88,15,买盘
10:55:12,45.87,4,卖盘
10:55:15,45.87,11,买盘
10:55:18,45.88,16,买盘
10:55:21,45.88,11,买盘
10:55:24,45.88,9,买盘
10:55:27,45.89,16,买盘
10:55:30,45.89,3,买盘
10:55:33,45.88,4,卖盘
10:55:36,45.89,12,买盘
10:55:39,45.89,24,买盘
10:55:42,45.89,44,买盘
10:55:45,45.89,19,卖盘
10:55:48,45.89,23,卖盘
10:55:51,45.89,3,卖盘
10:55:54,45.89,35,卖盘
10:55:57,45.89,9,卖盘
10:56:00,45.88,51,卖盘
10:56:03,45.89,9,买盘
10:56:06,45.88,88,卖盘
10:56:09,45.88,49,买盘
10:56:12,45.88,121,买盘
10:56:15,45.86,67,卖盘
10:56:18,45.86,60,卖盘
10:56:24,45.86,43,买盘
10:56:27,45.86,31,卖盘
10:56:30,45.86,36,卖盘
10:56:33,45.85,12,卖盘
10:56:36,45.85,42,卖盘
10:56:39,45.88,3,买盘
10:56:42,45.86,15,卖盘
10:56:45,45.88,5,买盘
10:56:48,45.86,63,卖盘
10:56:51,45.89,551,买盘
10:56:54,45.92,213,买盘
10:56:57,45.9,89,卖盘
10:57:00,45.9,129,买盘
10:57:03,45.94,186,买盘
10:57:06,45.92,67,卖盘
10:57:09,45.93,12,买盘
10:57:12,45.92,15,卖盘
10:57:15,45.93,56,买盘
10:57:18,45.96,16,买盘
10:57:21,45.98,209,买盘
10:57:24,45.98,285,买盘
10:57:27,45.98,95,买盘
10:57:30,45.98,131,买盘
10:57:33,45.99,240,买盘
10:57:36,46.05,596,买盘
10:57:39,46.08,84,买盘
10:57:42,46.08,27,买盘
10:57:45,46.08,195,买盘
10:57:48,46.08,48,买盘
10:57:51,46.06,140,卖盘
10:57:54,46.08,53,买盘
10:57:57,46.08,38,买盘
10:58:00,46.08,54,买盘
10:58:03,46.08,47,买盘
10:58:06,46.08,149,买盘
10:58:09,46.07,62,卖盘
10:58:12,46.08,78,买盘
10:58:15,46.1,26,买盘
10:58:18,46.09,21,卖盘
10:58:21,46.1,15,买盘
10:58:24,46.1,38,买盘
10:58:27,46.16,230,买盘
10:58:30,46.14,46,卖盘
10:58:33,46.14,99,卖盘
10:58:36,46.1,70,卖盘
10:58:39,46.14,8,买盘
10:58:42,46.14,33,买盘
10:58:45,46.13,24,卖盘
10:58:48,46.1,193,卖盘
10:58:51,46.11,138,买盘
10:58:54,46.13,45,买盘
10:58:57,46.13,39,买盘
10:59:00,46.11,15,卖盘
10:59:03,46.1,30,卖盘
10:59:06,46.1,43,卖盘
10:59:09,46.09,2,卖盘
10:59:12,46.1,142,买盘
10:59:15,46.1,36,买盘
